county_fips,county_name,cases,population,cases_per_100k
0500000US36045,Jefferson County,95,109834,86.49
0500000US36047,Kings County,60647,2559903,2369.11
0500000US36049,Lewis County,31,26296,117.89
0500000US36051,Livingston County,145,62914,230.47
0500000US36053,Madison County,374,70941,527.20
0500000US36055,Monroe County,4153,741770,559.88
0500000US36057,Montgomery County,130,49221,264.12
0500000US36059,Nassau County,42267,1356924,3114.91
0500000US36061,New York County,29165,1628706,1790.69
0500000US36063,Niagara County,1334,209281,637.42
0500000US36065,Oneida County,1818,228671,795.03
0500000US36067,Onondaga County,3100,460528,673.14
0500000US36069,Ontario County,296,109777,269.64
0500000US36071,Orange County,10830,384940,2813.43
0500000US36073,Orleans County,287,40352,711.24
0500000US36075,Oswego County,219,117124,186.98
0500000US36077,Otsego County,88,59493,147.92
0500000US36079,Putnam County,1361,98320,1384.26
0500000US36081,Queens County,66323,2253858,2942.64
0500000US36083,Rensselaer County,593,158714,373.63
0500000US36085,Richmond County,14308,476143,3004.98
0500000US36087,Rockland County,13700,325789,4205.18
0500000US36089,St. Lawrence County,230,107740,213.48
0500000US36091,Saratoga County,595,229863,258.85
0500000US36093,Schenectady County,856,155299,551.20
0500000US36095,Schoharie County,62,30999,200.01
0500000US36097,Schuyler County,15,17807,84.24
0500000US36099,Seneca County,74,34016,217.55
0500000US36101,Steuben County,274,95379,287.28
0500000US36103,Suffolk County,41987,1476601,2843.49
0500000US36105,Sullivan County,1464,75432,1940.82
0500000US36107,Tioga County,160,48203,331.93
0500000US36109,Tompkins County,183,102180,179.10
0500000US36111,Ulster County,1855,177573,1044.64
0500000US36113,Warren County,274,63944,428.50
0500000US36115,Washington County,249,61204,406.84
0500000US36117,Wayne County,203,89918,225.76
0500000US36119,Westchester County,35260,967506,3644.42
0500000US36121,Wyoming County,101,39859,253.39
0500000US36123,Yates County,48,24913,192.67
0500000US37001,Alamance County,1401,169509,826.51
0500000US37003,Alexander County,156,37497,416.03
0500000US37005,Alleghany County,41,11137,368.14
0500000US37007,Anson County,189,24446,773.13
0500000US37009,Ashe County,62,27203,227.92
0500000US37011,Avery County,26,17557,148.09
0500000US37013,Beaufort County,139,46994,295.78
0500000US37015,Bertie County,155,18947,818.07
0500000US37017,Bladen County,430,32722,1314.10
0500000US37019,Brunswick County,753,142820,527.24
0500000US37021,Buncombe County,845,261191,323.52
0500000US37023,Burke County,1186,90485,1310.71
0500000US37025,Cabarrus County,1580,216453,729.95
0500000US37027,Caldwell County,601,82178,731.34
0500000US37029,Camden County,35,10867,322.08
0500000US37031,Carteret County,121,69473,174.17
0500000US37033,Caswell County,149,22604,659.18
0500000US37035,Catawba County,1142,159551,715.76
0500000US37037,Chatham County,1041,74470,1397.88
0500000US37039,Cherokee County,61,28612,213.20
0500000US37041,Chowan County,35,13943,251.02
0500000US37043,Clay County,11,11231,97.94
0500000US37045,Cleveland County,498,97947,508.44
0500000US37047,Columbus County,607,55508,1093.54
0500000US37049,Craven County,443,102139,433.72
0500000US37051,Cumberland County,1558,335509,464.37
0500000US37053,Currituck County,26,27763,93.65
0500000US37055,Dare County,102,37009,275.61
0500000US37057,Davidson County,1228,167609,732.66
0500000US37059,Davie County,247,42846,576.48
0500000US37061,Duplin County,1672,58741,2846.39
0500000US37063,Durham County,4425,321488,1376.41
0500000US37065,Edgecombe County,377,51472,732.44
0500000US37067,Forsyth County,3622,382295,947.44
0500000US37069,Franklin County,478,69685,685.94
0500000US37071,Gaston County,1742,224529,775.85
0500000US37073,Gates County,30,11562,259.47
0500000US37075,Graham County,10,8441,118.47
0500000US37077,Granville County,931,60443,1540.29
0500000US37079,Greene County,202,21069,958.76
0500000US37081,Guilford County,3495,537174,650.63
0500000US37083,Halifax County,408,50010,815.84
0500000US37085,Harnett County,771,135976,567.01
0500000US37087,Haywood County,123,62317,197.38
0500000US37089,Henderson County,871,117417,741.80
0500000US37091,Hertford County,179,23677,756.01
0500000US37093,Hoke County,454,55234,821.96
0500000US37095,Hyde County,34,4937,688.68
0500000US37097,Iredell County,1093,181806,601.19
0500000US37099,Jackson County,189,43938,430.15
0500000US37101,Johnston County,1980,209339,945.83
0500000US37103,Jones County,39,9419,414.06
0500000US37105,Lee County,918,61779,1485.94
0500000US37107,Lenoir County,422,55949,754.26
0500000US37109,Lincoln County,390,86111,452.90
0500000US37111,McDowell County,316,45756,690.62
0500000US37113,Macon County,322,35858,897.99
0500000US37115,Madison County,17,21755,78.14
0500000US37117,Martin County,165,22440,735.29
0500000US37119,Mecklenburg County,14607,1110356,1315.52
0500000US37121,Mitchell County,55,14964,367.55
0500000US37123,Montgomery County,392,27173,1442.61
0500000US37125,Moore County,618,100880,612.61
0500000US37127,Nash County,602,94298,638.40
0500000US37129,New Hanover County,1438,234473,613.29
0500000US37131,Northampton County,193,19483,990.61
0500000US37133,Onslow County,399,197938,201.58
0500000US37135,Orange County,933,148476,628.38
0500000US37137,Pamlico County,35,12726,275.03
0500000US37139,Pasquotank County,242,39824,607.67
0500000US37141,Pender County,353,63060,559.78
0500000US37143,Perquimans County,39,13463,289.68
0500000US37145,Person County,128,39490,324.13
0500000US37147,Pitt County,913,180742,505.14
0500000US37149,Polk County,95,20724,458.41
0500000US37151,Randolph County,1443,143667,1004.41
0500000US37153,Richmond County,356,44829,794.13
0500000US37155,Robeson County,1620,130625,1240.19
0500000US37157,Rockingham County,292,91010,320.84
0500000US37159,Rowan County,1494,142088,1051.46
0500000US37161,Rutherford County,381,67029,568.41
0500000US37163,Sampson County,1185,63531,1865.23
0500000US37165,Scotland County,165,34823,473.83
0500000US37167,Stanly County,553,62806,880.49
0500000US37169,Stokes County,164,45591,359.72
0500000US37171,Surry County,574,71783,799.63
0500000US37173,Swain County,72,14271,504.52
0500000US37175,Transylvania County,43,34385,125.06
0500000US37177,Tyrrell County,38,4016,946.22
0500000US37179,Union County,1778,239859,741.27
0500000US37181,Vance County,563,44535,1264.17
0500000US37183,Wake County,7204,1111761,647.98
0500000US37185,Warren County,186,19731,942.68
0500000US37187,Washington County,46,11580,397.24
0500000US37189,Watauga County,116,56177,206.49
0500000US37191,Wayne County,1980,123131,1608.04
0500000US37193,Wilkes County,617,68412,901.89
0500000US37195,Wilson County,907,81801,1108.79
0500000US37197,Yadkin County,376,37667,998.22
0500000US37199,Yancey County,55,18069,304.39
0500000US38001,Adams County,0,2216,0.00
0500000US38003,Barnes County,24,10415,230.44
0500000US38005,Benson County,14,6832,204.92
0500000US38007,Billings County,1,928,107.76
0500000US38009,Bottineau County,5,6282,79.59
0500000US38011,Bowman County,1,3024,33.07
0500000US38013,Burke County,7,2115,330.97
0500000US38015,Burleigh County,425,95626,444.44
0500000US38017,Cass County,2442,181923,1342.33
0500000US38019,Cavalier County,14,3762,372.14
0500000US38021,Dickey County,5,4872,102.63
0500000US38023,Divide County,1,2264,44.17
0500000US38025,Dunn County,23,4424,519.89
0500000US38027,Eddy County,5,2287,218.63
0500000US38029,Emmons County,4,3241,123.42
0500000US38031,Foster County,3,3210,93.46
0500000US38033,Golden Valley County,0,1761,0.00
0500000US38035,Grand Forks County,431,69451,620.58
0500000US38037,Grant County,3,2274,131.93
0500000US38039,Griggs County,2,2231,89.65
0500000US38041,Hettinger County,1,2499,40.02
0500000US38043,Kidder County,2,2480,80.65
0500000US38045,LaMoure County,13,4046,321.31
0500000US38047,Logan County,0,1850,0.00
0500000US38049,McHenry County,9,5745,156.66
0500000US38051,McIntosh County,6,2497,240.29
0500000US38053,McKenzie County,33,15024,219.65
0500000US38055,McLean County,11,9450,116.40
0500000US38057,Mercer County,9,8187,109.93
0500000US38059,Morton County,126,31364,401.73
0500000US38061,Mountrail County,61,10545,578.47
0500000US38063,Nelson County,2,2879,69.47
0500000US38065,Oliver County,2,1959,102.09
0500000US38067,Pembina County,14,6801,205.85
0500000US38069,Pierce County,8,3975,201.26
0500000US38071,Ramsey County,19,11519,164.95
0500000US38073,Ransom County,21,5218,402.45
0500000US38075,Renville County,5,2327,214.87
0500000US38077,Richland County,47,16177,290.54
0500000US38079,Rolette County,12,14176,84.65
0500000US38081,Sargent County,7,3898,179.58
0500000US38083,Sheridan County,2,1315,152.09
0500000US38085,Sioux County,36,4230,851.06
0500000US38087,Slope County,3,750,400.00
0500000US38089,Stark County,92,31489,292.17
0500000US38091,Steele County,4,1890,211.64
0500000US38093,Stutsman County,66,20704,318.78
0500000US38095,Towner County,3,2189,137.05
0500000US38097,Traill County,27,8036,335.99
0500000US38099,Walsh County,46,10641,432.29
0500000US38101,Ward County,71,67641,104.97
0500000US38103,Wells County,10,3834,260.82
0500000US38105,Williams County,65,37589,172.92
0500000US39001,Adams County,26,27698,93.87
0500000US39003,Allen County,356,102351,347.82
0500000US39005,Ashland County,67,53484,125.27
0500000US39007,Ashtabula County,447,97241,459.68
0500000US39009,Athens County,139,65327,212.78
0500000US39011,Auglaize County,109,45656,238.74
0500000US39013,Belmont County,569,67006,849.18
0500000US39015,Brown County,61,43432,140.45
0500000US39017,Butler County,1821,383134,475.29
0500000US39019,Carroll County,67,26914,248.94
0500000US39021,Champaign County,51,38885,131.16
0500000US39023,Clark County,800,134083,596.65
0500000US39025,Clermont County,473,206428,229.14
0500000US39027,Clinton County,81,41968,193.00
0500000US39029,Columbiana County,1378,101883,1352.53
0500000US39031,Coshocton County,142,36600,387.98
0500000US39033,Crawford County,138,41494,332.58
0500000US39035,Cuyahoga County,8979,1235072,727.00
0500000US39037,Darke County,256,51113,500.85
0500000US39039,Defiance County,53,38087,139.16
0500000US39041,Delaware County,698,209177,333.69
0500000US39043,Erie County,271,74266,364.91
0500000US39045,Fairfield County,667,157574,423.29
0500000US39047,Fayette County,55,28525,192.81
0500000US39049,Franklin County,11724,1316756,890.37
0500000US39051,Fulton County,67,42126,159.05
0500000US39053,Gallia County,20,29898,66.89
0500000US39055,Geauga County,425,93649,453.82
0500000US39057,Greene County,343,168937,203.03
0500000US39059,Guernsey County,82,38875,210.93
0500000US39061,Hamilton County,6781,817473,829.51
0500000US39063,Hancock County,86,75783,113.48
0500000US39065,Hardin County,123,31365,392.16
0500000US39067,Harrison County,13,15040,86.44
0500000US39069,Henry County,33,27006,122.20
0500000US39071,Highland County,50,43161,115.85
0500000US39073,Hocking County,80,28264,283.05
0500000US39075,Holmes County,259,43960,589.17
0500000US39077,Huron County,240,58266,411.90
0500000US39079,Jackson County,28,32413,86.39
0500000US39081,Jefferson County,109,65325,166.86
0500000US39083,Knox County,53,62322,85.04
0500000US39085,Lake County,589,230149,255.92
0500000US39087,Lawrence County,83,59463,139.58
0500000US39089,Licking County,568,176862,321.15
0500000US39091,Logan County,71,45672,155.46
0500000US39093,Lorain County,1120,309833,361.49
0500000US39095,Lucas County,2952,428348,689.16
0500000US39097,Madison County,216,44731,482.89
0500000US39099,Mahoning County,1928,228683,843.09
0500000US39101,Marion County,2745,65093,4217.04
0500000US39103,Medina County,582,179746,323.79
0500000US39105,Meigs County,13,22907,56.75
0500000US39107,Mercer County,299,41172,726.22
0500000US39109,Miami County,506,106987,472.96
0500000US39111,Monroe County,89,13654,651.82
0500000US39113,Montgomery County,2440,531687,458.92
0500000US39115,Morgan County,11,14508,75.82
0500000US39117,Morrow County,120,35328,339.67
0500000US39119,Muskingum County,100,86215,115.99
0500000US39121,Noble County,14,14424,97.06
0500000US39123,Ottawa County,173,40525,426.90
0500000US39125,Paulding County,30,18672,160.67
0500000US39127,Perry County,44,36134,121.77
0500000US39129,Pickaway County,2222,58457,3801.09
0500000US39131,Pike County,28,27772,100.82
0500000US39133,Portage County,492,162466,302.83
0500000US39135,Preble County,90,40882,220.15
0500000US39137,Putnam County,137,33861,404.60
0500000US39139,Richland County,371,121154,306.22
0500000US39141,Ross County,144,76666,187.83
0500000US39143,Sandusky County,160,58518,273.42
0500000US39145,Scioto County,67,75314,88.96
0500000US39147,Seneca County,41,55178,74.31
0500000US39149,Shelby County,74,48590,152.30
0500000US39151,Stark County,1214,370606,327.57
0500000US39153,Summit County,2327,541013,430.12
0500000US39155,Trumbull County,1045,197974,527.85
0500000US39157,Tuscarawas County,604,91987,656.62
0500000US39159,Union County,93,58988,157.66
0500000US39161,Van Wert County,47,28275,166.23
0500000US39163,Vinton County,23,13085,175.77
0500000US39165,Warren County,977,234602,416.45
0500000US39167,Washington County,146,59911,243.70
0500000US39169,Wayne County,372,115710,321.49
0500000US39171,Williams County,76,36692,207.13
0500000US39173,Wood County,488,130817,373.04
0500000US39175,Wyandot County,63,21772,289.36
0500000US40001,Adair County,136,22194,612.78
0500000US40003,Alfalfa County,1,5702,17.54
0500000US40005,Atoka County,34,13758,247.13
0500000US40007,Beaver County,32,5311,602.52
0500000US40009,Beckham County,14,21859,64.05
0500000US40011,Blaine County,22,9429,233.32
0500000US40013,Bryan County,180,47995,375.04
0500000US40015,Caddo County,206,28762,716.22
0500000US40017,Canadian County,479,148306,322.98
0500000US40019,Carter County,170,48111,353.35
0500000US40021,Cherokee County,118,48657,242.51
0500000US40023,Choctaw County,122,14672,831.52
0500000US40025,Cimarron County,1,2137,46.80
0500000US40027,Cleveland County,1277,284014,449.63
0500000US40029,Coal County,10,5495,181.98
0500000US40031,Comanche County,489,120749,404.97
0500000US40033,Cotton County,11,5666,194.14
0500000US40035,Craig County,27,14142,190.92
0500000US40037,Creek County,210,71522,293.62
0500000US40039,Custer County,76,29003,262.04
0500000US40041,Delaware County,239,43009,555.70
0500000US40043,Dewey County,4,4891,81.78
0500000US40045,Ellis County,2,3859,51.83
0500000US40047,Garfield County,104,61056,170.34
0500000US40049,Garvin County,122,27711,440.26
0500000US40051,Grady County,236,55834,422.68
0500000US40053,Grant County,2,4333,46.16
0500000US40055,Greer County,68,5712,1190.48
0500000US40057,Harmon County,3,2653,113.08
0500000US40059,Harper County,1,3688,27.12
0500000US40061,Haskell County,16,12627,126.71
0500000US40063,Hughes County,14,13279,105.43
0500000US40065,Jackson County,57,24530,232.37
0500000US40067,Jefferson County,16,6002,266.58
0500000US40069,Johnston County,16,11085,144.34
0500000US40071,Kay County,124,43538,284.81
0500000US40073,Kingfisher County,44,15765,279.10
0500000US40075,Kiowa County,16,8708,183.74
0500000US40077,Latimer County,20,10073,198.55
0500000US40079,Le Flore County,56,49853,112.33
0500000US40081,Lincoln County,43,34877,123.29
0500000US40083,Logan County,90,48011,187.46
0500000US40085,Love County,46,10253,448.65
0500000US40087,McClain County,235,40474,580.62
0500000US40089,McCurtain County,606,32832,1845.76
0500000US40091,McIntosh County,85,19596,433.76
0500000US40093,Major County,14,7629,183.51
0500000US40095,Marshall County,43,16931,253.97
0500000US40097,Mayes County,117,41100,284.67
0500000US40099,Murray County,25,14073,177.65
0500000US40101,Muskogee County,193,67997,283.84
0500000US40103,Noble County,52,11131,467.16
0500000US40105,Nowata County,38,10076,377.13
0500000US40107,Okfuskee County,19,11993,158.43
0500000US40109,Oklahoma County,4613,797434,578.48
0500000US40111,Okmulgee County,146,38465,379.57
0500000US40113,Osage County,214,46963,455.68
0500000US40115,Ottawa County,141,31127,452.98
0500000US40117,Pawnee County,68,16376,415.24
0500000US40119,Payne County,478,81784,584.47
0500000US40121,Pittsburg County,71,43654,162.64
0500000US40123,Pontotoc County,70,38284,182.84
0500000US40125,Pottawatomie County,158,72592,217.66
0500000US40127,Pushmataha County,25,11096,225.31
0500000US40129,Roger Mills County,1,3583,27.91
0500000US40131,Rogers County,324,92459,350.43
0500000US40133,Seminole County,64,24258,263.83
0500000US40135,Sequoyah County,62,41569,149.15
0500000US40137,Stephens County,81,43143,187.75
0500000US40139,Texas County,1005,19983,5029.28
0500000US40141,Tillman County,26,7250,358.62
0500000US40143,Tulsa County,5005,651552,768.17
0500000US40145,Wagoner County,366,81289,450.25
0500000US40147,Washington County,448,51527,869.45
0500000US40149,Washita County,8,10916,73.29
0500000US40151,Woods County,9,8793,102.35
0500000US40153,Woodward County,15,20211,74.22
0500000US41001,Baker County,11,16124,68.22
0500000US41003,Benton County,112,93053,120.36
0500000US41005,Clackamas County,955,418187,228.37
0500000US41007,Clatsop County,55,40224,136.73
0500000US41009,Columbia County,48,52354,91.68
0500000US41011,Coos County,54,64487,83.74
0500000US41013,Crook County,18,24404,73.76
0500000US41015,Curry County,9,22925,39.26
0500000US41017,Deschutes County,252,197692,127.47
0500000US41019,Douglas County,60,110980,54.06
0500000US41021,Gilliam County,1,1912,52.30
0500000US41023,Grant County,1,7199,13.89
0500000US41025,Harney County,2,7393,27.05
0500000US41027,Hood River County,104,23382,444.79
0500000US41029,Jackson County,178,220944,80.56
0500000US41031,Jefferson County,163,24658,661.04
0500000US41033,Josephine County,57,87487,65.15
0500000US41035,Klamath County,135,68238,197.84
0500000US41037,Lake County,24,7869,304.99
0500000US41039,Lane County,294,382067,76.95
0500000US41041,Lincoln County,361,49962,722.55
0500000US41043,Linn County,174,129749,134.11
0500000US41045,Malheur County,302,30571,987.86
0500000US41047,Marion County,1831,347818,526.43
0500000US41049,Morrow County,138,11603,1189.35
0500000US41051,Multnomah County,2824,812855,347.42
0500000US41053,Polk County,173,86085,200.96
0500000US41055,Sherman County,4,1780,224.72
0500000US41057,Tillamook County,16,27036,59.18
0500000US41059,Umatilla County,987,77950,1266.20
0500000US41061,Union County,369,26835,1375.07
0500000US41063,Wallowa County,14,7208,194.23
0500000US41065,Wasco County,116,26682,434.75
0500000US41067,Washington County,1815,601592,301.70
0500000US41069,Wheeler County,0,1332,0.00
0500000US41071,Yamhill County,194,107100,181.14
0500000US42001,Adams County,385,103009,373.75
0500000US42003,Allegheny County,4762,1216045,391.60
0500000US42005,Armstrong County,84,64735,129.76
0500000US42007,Beaver County,823,163929,502.05
0500000US42009,Bedford County,92,47888,192.12
0500000US42011,Berks County,4680,421164,1111.21
0500000US42013,Blair County,102,121829,83.72
0500000US42015,Bradford County,59,60323,97.81
0500000US42017,Bucks County,6064,628270,965.19
0500000US42019,Butler County,410,187853,218.26
0500000US42021,Cambria County,132,130192,101.39
0500000US42023,Cameron County,4,4447,89.95
0500000US42025,Carbon County,297,64182,462.75
0500000US42027,Centre County,241,162385,148.41
0500000US42029,Chester County,3992,524989,760.40
0500000US42031,Clarion County,60,38438,156.10
0500000US42033,Clearfield County,85,79255,107.25
0500000US42035,Clinton County,95,38632,245.91
0500000US42037,Columbia County,419,64964,644.97
0500000US42039,Crawford County,77,84629,90.99
0500000US42041,Cumberland County,935,253370,369.03
0500000US42043,Dauphin County,2279,278299,818.90
0500000US42045,Delaware County,7513,566747,1325.64
0500000US42047,Elk County,29,29910,96.96
0500000US42049,Erie County,707,269728,262.12
0500000US42051,Fayette County,194,129274,150.07
0500000US42053,Forest County,7,7247,96.59
0500000US42055,Franklin County,997,155027,643.11
0500000US42057,Fulton County,19,14530,130.76
0500000US42059,Greene County,67,36233,184.91
0500000US42061,Huntingdon County,257,45144,569.29
0500000US42063,Indiana County,141,84073,167.71
0500000US42065,Jefferson County,37,43425,85.20
0500000US42067,Juniata County,116,24763,468.44
0500000US42069,Lackawanna County,1756,209674,837.49
0500000US42071,Lancaster County,4816,545724,882.50
0500000US42073,Lawrence County,171,85512,199.97
0500000US42075,Lebanon County,1429,141793,1007.81
0500000US42077,Lehigh County,4424,369318,1197.88
0500000US42079,Luzerne County,3002,317417,945.76
0500000US42081,Lycoming County,240,113299,211.83
0500000US42083,McKean County,20,40625,49.23
0500000US42085,Mercer County,166,109424,151.70
0500000US42087,Mifflin County,72,46138,156.05
0500000US42089,Monroe County,1470,170271,863.33
0500000US42091,Montgomery County,8828,830915,1062.44
0500000US42093,Montour County,77,18230,422.38
0500000US42095,Northampton County,3546,305285,1161.54
0500000US42097,Northumberland County,343,90843,377.57
0500000US42099,Perry County,91,46272,196.66
0500000US42101,Philadelphia County,22840,1584064,1441.86
0500000US42103,Pike County,504,55809,903.08
0500000US42105,Potter County,18,16526,108.92
0500000US42107,Schuylkill County,773,141359,546.84
0500000US42109,Snyder County,72,40372,178.34
0500000US42111,Somerset County,76,73447,103.48
0500000US42113,Sullivan County,10,6066,164.85
0500000US42115,Susquehanna County,193,40328,478.58
0500000US42117,Tioga County,29,40591,71.44
0500000US42119,Union County,98,44923,218.15
0500000US42121,Venango County,35,50668,69.08
0500000US42123,Warren County,9,39191,22.96
0500000US42125,Washington County,430,206865,207.87
0500000US42127,Wayne County,141,51361,274.53
0500000US42129,Westmoreland County,975,348899,279.45
0500000US42131,Wyoming County,44,26794,164.22
0500000US42133,York County,1830,449058,407.52
0500000US44001,Bristol County,256,48479,528.06
0500000US44003,Kent County,1234,164292,751.10
0500000US44005,Newport County,331,82082,403.26
0500000US44007,Providence County,13144,638931,2057.19
0500000US44009,Washington County,538,125577,428.42
0500000US45001,Abbeville County,150,24527,611.57
0500000US45003,Aiken County,634,170872,371.04
0500000US45005,Allendale County,83,8688,955.34
0500000US45007,Anderson County,995,202558,491.22
0500000US45009,Bamberg County,171,14066,1215.70
0500000US45011,Barnwell County,129,20866,618.23
0500000US45013,Beaufort County,1914,192122,996.24
0500000US45015,Berkeley County,2106,227907,924.06
0500000US45017,Calhoun County,147,14553,1010.10
0500000US45019,Charleston County,7269,411406,1766.87
0500000US45021,Cherokee County,240,57300,418.85
0500000US45023,Chester County,271,32244,840.47
0500000US45025,Chesterfield County,438,45650,959.47
0500000US45027,Clarendon County,481,33745,1425.40
0500000US45029,Colleton County,457,37677,1212.94
0500000US45031,Darlington County,548,66618,822.60
0500000US45033,Dillon County,376,30479,1233.64
0500000US45035,Dorchester County,1442,162809,885.70
0500000US45037,Edgefield County,120,27260,440.21
0500000US45039,Fairfield County,359,22347,1606.48
0500000US45041,Florence County,1570,138293,1135.27
0500000US45043,Georgetown County,768,62680,1225.27
0500000US45045,Greenville County,6921,523542,1321.96
0500000US45047,Greenwood County,766,70811,1081.75
0500000US45049,Hampton County,101,19222,525.44
0500000US45051,Horry County,5583,354081,1576.76
0500000US45053,Jasper County,258,30073,857.91
0500000US45055,Kershaw County,837,66551,1257.68
0500000US45057,Lancaster County,620,98012,632.58
0500000US45059,Laurens County,732,67493,1084.56
0500000US45061,Lee County,337,16828,2002.62
0500000US45063,Lexington County,2811,298750,940.92
0500000US45065,McCormick County,43,9463,454.40
0500000US45067,Marion County,304,30657,991.62
0500000US45069,Marlboro County,329,26118,1259.67
0500000US45071,Newberry County,393,38440,1022.37
0500000US45073,Oconee County,428,79546,538.05
0500000US45075,Orangeburg County,1139,86175,1321.73
0500000US45077,Pickens County,1147,126884,903.98
0500000US45079,Richland County,4647,415759,1117.72
0500000US45081,Saluda County,272,20473,1328.58
0500000US45083,Spartanburg County,2362,319785,738.62
0500000US45085,Sumter County,1371,106721,1284.66
0500000US45087,Union County,153,27316,560.11
0500000US45089,Williamsburg County,481,30368,1583.90
0500000US45091,York County,1835,280979,653.07
0500000US46003,Aurora County,34,2751,1235.91
0500000US46005,Beadle County,551,18453,2985.96
0500000US46007,Bennett County,4,3365,118.87
0500000US46009,Bon Homme County,13,6901,188.38
0500000US46011,Brookings County,94,35077,267.98
0500000US46013,Brown County,356,38839,916.60
0500000US46015,Brule County,33,5297,622.99
0500000US46017,Buffalo County,85,1962,4332.31
0500000US46019,Butte County,3,10429,28.77
0500000US46021,Campbell County,1,1376,72.67
0500000US46023,Charles Mix County,96,9292,1033.15
0500000US46025,Clark County,15,3736,401.50
0500000US46027,Clay County,93,14070,660.98
0500000US46029,Codington County,92,28009,328.47
0500000US46031,Corson County,20,4086,489.48
0500000US46033,Custer County,10,8972,111.46
0500000US46035,Davison County,54,19775,273.07
0500000US46037,Day County,19,5424,350.30
0500000US46039,Deuel County,5,4351,114.92
0500000US46041,Dewey County,33,5892,560.08
0500000US46043,Douglas County,10,2921,342.35
0500000US46045,Edmunds County,8,3829,208.93
0500000US46047,Fall River County,13,6713,193.65
0500000US46049,Faulk County,24,2299,1043.93
0500000US46051,Grant County,16,7052,226.89
0500000US46053,Gregory County,5,4185,119.47
0500000US46055,Haakon County,1,1899,52.66
0500000US46057,Hamlin County,13,6164,210.90
0500000US46059,Hand County,7,3191,219.37
0500000US46061,Hanson County,13,3453,376.48
0500000US46063,Harding County,0,1298,0.00
0500000US46065,Hughes County,69,17526,393.70
0500000US46067,Hutchinson County,15,7291,205.73
0500000US46069,Hyde County,3,1301,230.59
0500000US46071,Jackson County,6,3344,179.43
0500000US46073,Jerauld County,39,2013,1937.41
0500000US46075,Jones County,1,903,110.74
0500000US46077,Kingsbury County,6,4939,121.48
0500000US46079,Lake County,29,12797,226.62
0500000US46081,Lawrence County,20,25844,77.39
0500000US46083,Lincoln County,390,61128,638.01
0500000US46085,Lyman County,82,3781,2168.74
0500000US46087,McCook County,16,5586,286.43
0500000US46089,McPherson County,5,2379,210.17
0500000US46091,Marshall County,5,4935,101.32
0500000US46093,Meade County,53,28332,187.07
0500000US46095,Mellette County,9,2061,436.68
0500000US46097,Miner County,10,2216,451.26
0500000US46099,Minnehaha County,3751,193134,1942.18
0500000US46101,Moody County,23,6576,349.76
0500000US46113,Shannon County,109,14177,768.85
0500000US46103,Pennington County,630,113775,553.72
0500000US46105,Perkins County,1,2865,34.90
0500000US46107,Potter County,0,2153,0.00
0500000US46109,Roberts County,56,10394,538.77
0500000US46111,Sanborn County,12,2344,511.95
0500000US46115,Spink County,12,6376,188.21
0500000US46117,Stanley County,14,3098,451.90
0500000US46119,Sully County,1,1391,71.89
0500000US46121,Todd County,65,10177,638.70
0500000US46123,Tripp County,19,5441,349.20
0500000US46125,Turner County,29,8384,345.90
0500000US46127,Union County,150,15932,941.50
0500000US46129,Walworth County,16,5435,294.39
0500000US46135,Yankton County,84,22814,368.20
0500000US46137,Ziebach County,3,2756,108.85
0500000US47001,Anderson County,195,76978,253.32
0500000US47003,Bedford County,623,49713,1253.19
0500000US47005,Benton County,15,16160,92.82
0500000US47007,Bledsoe County,629,15064,4175.52
0500000US47009,Blount County,340,133088,255.47
0500000US47011,Bradley County,959,108110,887.06
0500000US47013,Campbell County,69,39842,173.18
0500000US47015,Cannon County,49,14678,333.83
0500000US47017,Carroll County,52,27767,187.27
0500000US47019,Carter County,103,56391,182.65
0500000US47021,Cheatham County,269,40667,661.47
0500000US47023,Chester County,63,17297,364.23
0500000US47025,Claiborne County,68,31959,212.77
0500000US47027,Clay County,20,7615,262.64
0500000US47029,Cocke County,136,36004,377.74
0500000US47031,Coffee County,141,56520,249.47
0500000US47033,Crockett County,52,14230,365.43
0500000US47035,Cumberland County,213,60520,351.95
0500000US47037,Davidson County,13162,694144,1896.15
0500000US47039,Decatur County,27,11663,231.50
0500000US47041,DeKalb County,85,20490,414.84
0500000US47043,Dickson County,258,53948,478.24
0500000US47045,Dyer County,291,37159,783.12
0500000US47047,Fayette County,368,41133,894.66
0500000US47049,Fentress County,26,18523,140.37
0500000US47051,Franklin County,116,42208,274.83
0500000US47053,Gibson County,177,49133,360.25
0500000US47055,Giles County,103,29464,349.58
0500000US47057,Grainger County,56,23320,240.14
0500000US47059,Greene County,151,69069,218.62
0500000US47061,Grundy County,65,13427,484.10
0500000US47063,Hamblen County,472,64934,726.89
0500000US47065,Hamilton County,3305,367804,898.58
0500000US47067,Hancock County,11,6620,166.16
0500000US47069,Hardeman County,411,25050,1640.72
0500000US47071,Hardin County,125,25652,487.29
0500000US47073,Hawkins County,86,56786,151.45
0500000US47075,Haywood County,118,17304,681.92
0500000US47077,Henderson County,71,28117,252.52
0500000US47079,Henry County,51,32345,157.68
0500000US47081,Hickman County,103,25178,409.09
0500000US47083,Houston County,20,8201,243.87
0500000US47085,Humphreys County,39,18582,209.88
0500000US47087,Jackson County,47,11786,398.78
0500000US47089,Jefferson County,182,54495,333.98
0500000US47091,Johnson County,46,17788,258.60
0500000US47093,Knox County,1591,470313,338.29
0500000US47095,Lake County,697,7016,9934.44
